phase,window_s,mode,method,cluster_id,n_members,n_cheaters,cheater_rate,fisher_p,latency_median,is_high_risk,member_ids
T4_post,5,pooled,hdbscan,0,7,3,0.42857142857142855,0.714396389463723,3.25,False,150;215;223;230;329;468;86
T4_post,5,pooled,hdbscan,1,19,8,0.42105263157894735,0.4584639529861878,10.349999999999994,False,30;69;76;96;165;183;190;206;259;273;284;310;362;388;391;393;405;444;463
T4_post,5,pooled,hdbscan,2,37,18,0.4864864864864865,0.8426458344228401,11.60799999999999,False,4;73;90;103;112;158;160;166;176;189;210;214;221;224;235;237;248;253;256;265;275;278;286;313;328;348;373;384;396;398;401;403;408;415;431;432;464
T4_post,5,pooled,kmeans_k4,0,30,18,0.6,0.29188724336218735,13.127499999999998,False,8;93;112;160;166;176;189;212;224;232;235;240;250;253;275;278;286;348;350;378;381;396;401;402;403;413;415;432;469;14
T4_post,5,pooled,kmeans_k4,1,26,12,0.46153846153846156,0.6589230401188757,16.165999999999997,False,40;73;110;150;198;215;223;227;229;234;241;320;322;329;340;355;377;380;408;416;427;440;464;468;471;86
T4_post,5,pooled,kmeans_k4,2,28,13,0.4642857142857143,0.6666625897703156,13.550000000000011,False,4;39;90;91;103;158;214;221;230;237;248;256;265;288;307;308;309;313;323;328;361;370;375;384;398;411;421;445
T4_post,5,pooled,kmeans_k4,3,32,16,0.5,1.0,10.60799999999999,False,6;30;61;69;76;96;165;183;190;206;210;251;259;273;284;310;321;325;334;343;354;357;362;373;388;391;393;405;431;442;444;463
T4_post,10,pooled,hdbscan,-1,41,22,0.5365853658536586,0.7006128301731012,12.591999999999999,False,6;8;30;39;40;61;96;103;160;166;183;190;198;223;229;256;273;275;284;308;309;310;325;328;340;343;357;361;375;391;411;413;416;421;431;440;442;444;463;468;86
T4_post,10,pooled,hdbscan,0,13,7,0.5384615384615384,1.0,13.650000000000006,False,221;224;227;235;237;251;265;307;322;334;377;403;445
T4_post,10,pooled,hdbscan,1,15,9,0.6,0.5822466810885074,11.550000000000011,False,76;93;112;189;206;259;278;313;320;321;362;381;402;427;14
T4_post,10,pooled,hdbscan,2,5,2,0.4,0.6765101962293191,22.359999999999985,False,69;110;165;241;380
T4_post,10,pooled,hdbscan,3,42,19,0.4523809523809524,0.4404256363580705,12.35499999999999,False,4;73;90;91;150;158;176;210;212;214;215;230;232;234;240;248;250;253;286;288;323;329;348;350;354;355;370;373;378;384;388;393;396;398;401;405;408;415;432;464;469;471
T4_post,10,pooled,kmeans_k3,0,38,20,0.5263157894736842,0.8446376593035636,17.567000000000007,False,6;30;40;69;110;183;198;212;221;224;227;235;237;241;251;265;307;308;309;322;325;328;329;334;355;361;377;380;393;403;408;413;416;431;440;445;463;468
T4_post,10,pooled,kmeans_k3,1,39,16,0.41025641025641024,0.1693193442805204,14.692000000000007,False,4;8;39;61;90;91;150;176;210;215;223;230;234;240;248;250;253;286;288;340;348;350;354;370;373;375;378;391;396;398;401;405;411;415;421;432;464;469;86
T4_post,10,pooled,kmeans_k3,2,39,23,0.5897435897435898,0.24219667279740986,10.349999999999994,False,73;76;93;96;103;112;158;160;165;166;189;190;206;214;229;232;256;259;273;275;278;284;310;313;320;321;323;343;357;362;381;384;388;402;427;442;444;471;14
T4_pre,2,pooled,hdbscan,-1,67,32,0.47761194029850745,0.44996417767155383,12.35499999999999,False,6;8;40;61;90;91;93;96;103;150;160;166;176;189;206;210;212;215;221;224;227;230;232;237;240;241;248;250;256;259;265;278;286;308;309;320;323;325;328;329;334;340;343;348;350;354;357;370;373;375;378;380;384;388;396;401;413;416;427;432;440;463;464;468;469;14;86
T4_pre,2,pooled,hdbscan,0,6,4,0.6666666666666666,0.6797312895812319,25.9135,False,4;39;110;235;362;431
T4_pre,2,pooled,hdbscan,1,13,5,0.38461538461538464,0.38604461898886167,8.332999999999998,False,73;158;183;190;234;273;275;322;377;381;391;415;444
T4_pre,2,pooled,hdbscan,2,18,15,0.8333333333333334,0.003993359784061103,13.550000000000011,True,30;76;229;251;284;310;313;321;355;361;402;403;408;411;421;442;445;471
T4_pre,2,pooled,hdbscan,3,6,3,0.5,1.0,13.334000000000003,False,69;112;198;223;307;398
T4_pre,2,pooled,hdbscan,4,5,0,0.0,0.024888662178307996,,False,165;253;288;393;405
T4_pre,2,pooled,kmeans_k3,0,41,25,0.6097560975609756,0.1724951811433759,10.865999999999984,False,30;76;90;91;103;150;160;183;190;210;229;237;251;256;259;273;275;286;308;309;313;320;322;323;328;329;334;348;355;357;370;381;391;403;408;411;415;442;445;464;469
T4_pre,2,pooled,kmeans_k3,1,41,17,0.4146341463414634,0.12477995390765226,12.844499999999996,False,4;39;40;61;69;93;110;112;165;166;198;223;227;230;232;235;241;250;253;265;278;288;307;340;362;375;378;380;388;393;396;398;401;405;416;427;431;432;440;468;86
T4_pre,2,pooled,kmeans_k3,2,33,17,0.5151515151515151,1.0,17.733000000000004,False,6;8;73;96;158;176;189;206;212;215;221;224;234;240;248;284;310;321;325;343;350;354;361;373;377;384;402;413;421;444;463;471;14
T4_pre,5,pooled,hdbscan,-1,71,37,0.5211267605633803,0.849125498127219,13.550000000000011,False,4;8;30;61;69;76;90;91;93;96;110;150;165;176;183;189;190;206;210;212;215;221;223;224;235;237;240;253;256;273;275;284;286;288;307;308;310;322;323;325;328;329;334;348;354;355;357;361;370;373;375;377;381;388;391;393;401;402;403;411;413;415;416;440;442;444;445;469;471;14;86
T4_pre,5,pooled,hdbscan,0,23,8,0.34782608695652173,0.10512269043392372,19.267,False,40;73;112;166;198;214;227;234;241;248;313;320;340;343;350;378;380;384;398;408;427;463;464
T4_pre,5,pooled,hdbscan,1,22,14,0.6363636363636364,0.2378299194900068,11.183499999999995,False,6;39;103;158;160;229;230;232;250;251;259;265;278;309;321;362;396;405;421;431;432;468
T4_pre,5,pooled,kmeans_k3,0,36,19,0.5277777777777778,0.8423346528165574,11.849999999999994,False,8;30;61;76;90;91;93;110;165;190;206;210;221;223;235;237;240;256;275;284;286;322;328;334;348;354;355;357;370;373;377;388;427;442;444;445
T4_pre,5,pooled,kmeans_k3,1,51,24,0.47058823529411764,0.5749247795798185,15.834000000000003,False,4;39;40;69;73;103;112;150;166;176;198;214;215;227;232;234;241;248;288;310;313;320;323;325;340;343;350;361;362;378;380;384;396;398;401;402;405;408;411;415;416;421;431;432;440;463;464;469;471;14;86
T4_pre,5,pooled,kmeans_k3,2,29,16,0.5517241379310345,0.670280205075134,10.616499999999988,False,6;96;158;160;183;189;212;224;229;230;250;251;253;259;265;273;278;307;308;309;321;329;375;381;391;393;403;413;468
T4_pre,10,pooled,hdbscan,-1,22,11,0.5,0.6311790050309567,15.834000000000003,False,6;61;165;176;183;189;214;221;235;253;334;355;393;401;413;421;432;440;445;468;471;86
T4_pre,10,pooled,hdbscan,0,13,4,0.3076923076923077,0.36725209984977447,6.443499999999986,False,30;69;76;160;223;240;250;275;284;325;328;377;444
T4_pre,10,pooled,hdbscan,1,12,7,0.5833333333333334,0.3668209845672574,17.567000000000007,False,96;112;224;286;321;322;375;378;391;402;403;416
T4_pre,10,pooled,hdbscan,2,41,18,0.43902439024390244,0.8323039219083996,11.849999999999994,False,4;8;40;73;90;91;206;210;212;215;237;248;256;259;265;278;288;307;310;313;320;323;329;340;343;350;354;357;362;370;380;384;405;408;427;431;442;463;464;469;14
T4_pre,10,pooled,kmeans_k5,0,15,7,0.4666666666666667,1.0,17.567000000000007,False,96;112;176;183;224;286;321;322;375;378;391;402;403;416;86
T4_pre,10,pooled,kmeans_k5,1,16,8,0.5,0.7840258746699693,11.099999999999994,False,6;90;165;215;235;237;256;284;313;323;354;355;393;408;442;471
T4_pre,10,pooled,kmeans_k5,2,17,6,0.35294117647058826,0.4224941877893873,9.86699999999999,False,30;69;76;160;189;221;223;240;250;253;275;325;328;377;413;444;445
T4_pre,10,pooled,kmeans_k5,3,18,8,0.4444444444444444,1.0,10.349999999999994,False,61;73;212;214;259;307;310;334;340;343;357;362;370;380;384;401;427;468
T4_pre,10,pooled,kmeans_k5,4,22,11,0.5,0.6311790050309567,20.5,False,4;8;40;91;206;210;248;265;278;288;320;329;350;405;421;431;432;440;463;464;469;14
T5_Epost,2,pooled,hdbscan,-1,33,14,0.42424242424242425,0.41076384314393194,12.632999999999996,False,6;40;61;103;110;165;206;212;214;232;234;235;259;265;288;320;321;322;340;355;371;377;396;401;403;415;432;444;445;464;468;14;86
T5_Epost,2,pooled,hdbscan,0,21,11,0.5238095238095238,0.8112067565286722,15.834000000000003,False,4;69;166;176;183;198;215;224;227;229;237;275;329;343;357;361;402;405;413;421;431
T5_Epost,2,pooled,hdbscan,1,7,5,0.7142857142857143,0.2668574215989118,29.217000000000006,False,96;308;309;375;380;381;440
T5_Epost,2,pooled,hdbscan,2,51,25,0.49019607843137253,1.0,11.550000000000011,False,8;30;39;73;76;90;91;93;112;150;158;189;190;210;221;223;230;240;241;248;250;253;256;278;284;286;307;310;313;323;325;328;334;348;350;354;362;370;378;384;388;391;393;398;408;411;416;427;442;469;471
T5_Epost,2,pooled,kmeans_k3,0,38,22,0.5789473684210527,0.23181504642786072,11.457999999999998,False,8;39;76;91;93;103;158;189;190;206;210;223;230;232;240;250;256;278;286;307;310;313;325;334;348;350;354;362;371;378;396;398;401;403;416;427;442;469
T5_Epost,2,pooled,kmeans_k3,1,39,17,0.4358974358974359,0.43212853341979446,15.116500000000002,False,30;40;61;73;90;96;110;112;150;214;221;234;241;248;253;284;288;308;309;328;370;375;380;381;384;388;391;393;408;411;415;432;440;445;464;468;471;14;86
T5_Epost,2,pooled,kmeans_k3,2,35,16,0.45714285714285713,0.6862137725798902,14.584000000000003,False,4;6;69;165;166;176;183;198;212;215;224;227;229;235;237;259;265;275;320;321;322;323;329;340;343;355;357;361;377;402;405;413;421;431;444
T5_Epost,5,pooled,hdbscan,-1,52,26,0.5,1.0,12.102499999999992,False,4;39;40;93;96;112;165;183;198;212;221;223;224;227;235;241;248;250;253;256;278;284;286;288;308;310;313;320;321;328;329;340;348;355;362;377;378;388;393;401;402;413;415;432;440;444;445;464;469;471;14;86
T5_Epost,5,pooled,hdbscan,0,15,6,0.4,0.5785638650370735,22.359999999999985,False,8;69;110;166;176;234;265;322;361;375;380;381;384;408;468
T5_Epost,5,pooled,hdbscan,1,38,20,0.5263157894736842,0.6873545370418053,11.332999999999984,False,30;61;73;76;90;150;158;189;190;206;210;215;229;230;232;237;240;259;275;307;323;325;334;343;350;354;357;370;371;396;398;403;405;411;416;427;431;442
T5_Epost,5,pooled,kmeans_k3,0,34,16,0.47058823529411764,0.8353693278594101,26.23399999999998,False,8;69;73;93;96;110;165;166;176;189;227;234;235;265;288;308;313;321;322;334;355;361;362;375;380;381;384;408;432;440;464;468;469;86
T5_Epost,5,pooled,kmeans_k3,1,30,15,0.5,1.0,10.349999999999994,False,4;61;90;112;150;158;212;221;224;230;241;248;284;310;320;323;328;348;350;370;393;398;401;402;405;413;415;444;471;14
T5_Epost,5,pooled,kmeans_k3,2,41,21,0.5121951219512195,0.8427388706248664,11.849999999999994,False,30;39;40;76;183;190;198;206;210;215;223;229;232;237;240;250;253;256;259;275;278;286;307;325;329;340;343;354;357;371;377;378;388;396;403;411;416;427;431;442;445
T5_Epost,10,pooled,hdbscan,-1,41,14,0.34146341463414637,1.0,13.983500000000006,False,39;40;61;69;110;166;176;190;224;227;232;241;250;253;275;286;288;307;310;313;321;322;329;340;343;354;355;371;375;377;384;393;411;427;431;432;440;445;471;14;86
T5_Epost,10,pooled,hdbscan,0,10,3,0.3,1.0,10.349999999999994,False,73;150;240;265;284;320;328;334;370;413
T5_Epost,10,pooled,hdbscan,1,8,3,0.375,1.0,18.0,False,30;76;90;183;210;221;248;325
T5_Epost,10,pooled,kmeans_k4,0,14,5,0.35714285714285715,1.0,18.25,False,166;224;227;241;250;265;288;321;355;375;384;432;440;86
T5_Epost,10,pooled,kmeans_k4,1,16,6,0.375,0.7631491422696723,13.983500000000006,False,30;76;176;183;190;210;221;232;253;307;354;371;427;445;471;14
T5_Epost,10,pooled,kmeans_k4,2,17,5,0.29411764705882354,0.7659032220107227,10.36699999999999,False,39;61;73;110;150;240;248;275;284;286;320;322;328;334;343;370;413
T5_Epost,10,pooled,kmeans_k4,3,12,4,0.3333333333333333,1.0,11.950000000000003,False,40;69;90;310;313;325;329;340;377;393;411;431
T5_Epre,2,pooled,hdbscan,-1,57,31,0.543859649122807,0.4577129206719407,11.457999999999998,False,4;73;96;103;110;160;198;212;214;215;221;224;229;230;234;235;237;241;248;250;251;265;278;286;288;307;308;309;310;320;321;329;334;340;343;348;354;362;370;371;377;378;380;384;388;391;398;401;402;403;408;415;421;431;442;463;469
T5_Epre,2,pooled,hdbscan,0,46,18,0.391304347826087,0.08709260119779944,13.725000000000009,False,6;8;30;39;40;61;76;90;91;93;150;158;165;166;176;183;189;190;210;223;227;232;253;273;275;284;313;322;325;328;350;357;361;381;393;396;405;411;413;416;427;440;444;464;468;14
T5_Epre,2,pooled,hdbscan,1,6,4,0.6666666666666666,0.6791281470004056,14.783500000000004,False,206;240;323;375;445;471
T5_Epre,2,pooled,hdbscan,2,7,5,0.7142857142857143,0.43847425725070976,11.849999999999994,False,69;112;256;259;355;432;86
T5_Epre,2,pooled,kmeans_k3,0,38,23,0.6052631578947368,0.16570873348046583,12.75,False,4;69;112;206;212;215;224;235;237;240;241;251;256;259;278;309;313;321;323;334;348;354;355;362;371;375;380;388;398;401;402;408;421;432;445;463;471;86
T5_Epre,2,pooled,kmeans_k3,1,39,17,0.4358974358974359,0.431993276120487,13.550000000000011,False,39;76;90;91;93;103;150;160;165;176;183;189;190;221;223;227;234;248;253;284;286;308;310;325;328;350;357;370;381;393;403;405;411;413;416;431;444;464;468
T5_Epre,2,pooled,kmeans_k3,2,39,18,0.46153846153846156,0.6945418386307355,11.827499999999986,False,6;8;30;40;61;73;96;110;158;166;198;210;214;229;230;232;250;265;273;275;288;307;320;322;329;340;343;361;377;378;384;391;396;415;427;440;442;469;14
T5_Epre,5,pooled,hdbscan,-1,62,30,0.4838709677419355,1.0,11.849999999999994,False,4;6;8;39;40;61;90;91;96;112;158;210;212;214;215;223;224;227;229;230;235;237;240;256;273;278;284;288;307;308;313;320;321;322;323;329;340;348;354;355;361;362;371;377;380;384;388;393;402;405;408;413;416;421;440;444;445;463;464;468;469;14
T5_Epre,5,pooled,hdbscan,0,7,4,0.5714285714285714,0.7141758954700418,6.266500000000001,False,110;166;370;375;401;415;427
T5_Epre,5,pooled,hdbscan,1,9,4,0.4444444444444444,1.0,7.2934999999999945,False,30;73;76;93;241;275;381;403;432
T5_Epre,5,pooled,hdbscan,2,10,5,0.5,1.0,13.900000000000006,False,183;198;232;265;286;309;325;343;357;378
T5_Epre,5,pooled,hdbscan,3,19,10,0.5263157894736842,0.8047054975325885,15.832999999999998,False,69;103;160;165;176;189;190;206;221;234;248;253;259;328;391;431;442;471;86
T5_Epre,5,pooled,hdbscan,4,7,3,0.42857142857142855,1.0,13.550000000000011,False,150;250;310;350;396;398;411
T5_Epre,5,pooled,kmeans_k3,0,38,17,0.4473684210526316,0.5549089078882588,11.365999999999984,False,4;40;76;90;93;96;150;158;160;189;212;214;223;224;240;250;273;275;284;307;310;320;328;340;348;350;355;361;393;396;398;403;411;432;463;464;469;471
T5_Epre,5,pooled,kmeans_k3,1,40,21,0.525,0.695391576314502,13.674999999999997,False,69;103;112;165;176;190;206;210;215;221;227;229;234;235;248;253;256;259;278;308;321;322;323;329;354;362;371;380;384;388;391;402;405;408;421;431;442;444;14;86
T5_Epre,5,pooled,kmeans_k3,2,36,18,0.5,1.0,12.844499999999996,False,6;8;30;39;61;73;91;110;166;183;198;230;232;237;241;265;286;288;309;313;325;343;357;370;375;377;378;381;401;413;415;416;427;440;445;468
T5_Epre,10,pooled,hdbscan,-1,35,21,0.6,0.029336556658998196,12.102499999999992,False,4;39;69;73;110;112;158;183;206;230;235;237;256;265;275;310;323;329;343;348;354;357;375;377;378;380;393;416;427;431;440;442;463;468;469
T5_Epre,10,pooled,hdbscan,0,6,3,0.5,1.0,11.299999999999985,False,8;166;229;328;370;415
T5_Epre,10,pooled,hdbscan,1,9,2,0.2222222222222222,0.1778756719691888,8.5,False,6;61;91;96;212;241;325;388;432
T5_Epre,10,pooled,hdbscan,2,39,14,0.358974358974359,0.14034581416181172,13.983500000000006,False,40;76;90;103;150;160;165;189;190;214;215;221;223;224;227;232;240;248;250;273;278;284;286;288;307;308;313;320;321;322;340;355;384;402;408;444;445;464;86
T5_Epre,10,pooled,kmeans_k3,0,35,14,0.4,0.5162866049999044,11.352499999999992,False,40;76;150;165;189;190;214;215;221;223;227;240;248;273;286;288;307;308;310;313;320;321;322;329;348;378;408;431;442;444;445;464;468;469;86
T5_Epre,10,pooled,kmeans_k3,1,30,14,0.4666666666666667,0.8257242501399645,10.349999999999994,False,4;6;39;61;73;91;96;103;158;183;212;230;235;237;241;256;265;284;323;325;343;355;357;377;380;388;393;432;440;463
T5_Epre,10,pooled,kmeans_k3,2,24,12,0.5,0.6343854719911315,16.533500000000004,False,8;69;90;110;112;160;166;206;224;229;232;250;275;278;328;340;354;370;375;384;402;415;416;427
T5_alone,2,pooled,hdbscan,-1,48,27,0.5625,0.3517490217621564,13.492000000000004,False,6;30;73;110;150;160;183;198;215;224;232;234;235;237;240;241;248;251;256;265;273;278;284;286;308;321;322;328;340;348;350;355;357;361;362;370;375;377;380;388;393;401;403;405;408;444;445;86
T5_alone,2,pooled,hdbscan,0,5,4,0.8,0.36437091188918813,18.166500000000006,False,91;189;210;323;402
T5_alone,2,pooled,hdbscan,1,22,11,0.5,1.0,13.550000000000011,False,39;40;61;103;112;158;165;190;221;250;259;288;309;354;373;384;396;411;416;431;432;442
T5_alone,2,pooled,hdbscan,2,6,2,0.3333333333333333,0.4346214240404314,46.11750000000001,False,8;307;313;378;464;468
T5_alone,2,pooled,hdbscan,3,35,15,0.42857142857142855,0.3132955965745233,10.349999999999994,False,4;69;76;90;93;96;166;176;206;212;214;223;227;229;230;253;275;310;320;325;329;334;343;381;391;398;413;415;421;427;440;463;469;471;14
T5_alone,2,pooled,kmeans_k2,0,50,27,0.54,0.5789419906741827,12.102499999999992,False,8;39;40;61;103;112;150;158;165;190;215;221;234;235;248;250;256;259;284;286;288;307;309;321;322;328;340;348;354;355;357;362;373;377;378;380;384;388;396;401;403;405;411;416;431;432;442;444;464;468
T5_alone,2,pooled,kmeans_k2,1,66,32,0.48484848484848486,0.5789419906741828,13.492000000000004,False,4;6;30;69;73;76;90;91;93;96;110;160;166;176;183;189;198;206;210;212;214;223;224;227;229;230;232;237;240;241;251;253;265;273;275;278;308;310;313;320;323;325;329;334;343;350;361;370;375;381;391;393;398;402;408;413;415;421;427;440;445;463;469;471;14;86
T5_alone,5,pooled,hdbscan,-1,12,4,0.3333333333333333,0.23480779332714152,12.30850000000001,False,8;183;284;328;343;377;391;411;432;463;14;86
T5_alone,5,pooled,hdbscan,0,8,5,0.625,0.7170166060741476,13.900000000000006,False,6;96;232;251;265;350;415;431
T5_alone,5,pooled,hdbscan,1,96,50,0.5208333333333334,0.6280538566281233,11.849999999999994,False,4;30;39;40;61;69;73;76;90;91;93;103;110;112;150;158;160;165;166;176;189;190;198;206;210;212;214;215;221;223;224;227;229;230;234;235;237;240;241;248;250;253;256;259;273;275;278;286;288;307;308;309;310;313;320;321;322;323;325;329;334;340;348;354;355;357;361;362;370;373;375;378;380;381;384;388;393;396;398;401;402;403;405;408;413;416;421;427;440;442;444;445;464;468;469;471
T5_alone,5,pooled,kmeans_k5,0,27,10,0.37037037037037035,0.12565978435554045,11.849999999999994,False,4;8;40;61;69;76;90;93;103;112;150;241;248;253;256;288;310;313;321;328;377;380;384;398;421;442;463
T5_alone,5,pooled,kmeans_k5,1,12,6,0.5,1.0,20.066999999999993,False,6;96;189;227;232;251;265;343;350;415;431;86
T5_alone,5,pooled,kmeans_k5,2,24,11,0.4583333333333333,0.6500615160548215,18.333000000000013,False,91;110;160;212;275;278;308;309;320;325;334;340;355;362;370;373;375;381;391;393;396;402;403;405
T5_alone,5,pooled,kmeans_k5,3,27,14,0.5185185185185185,1.0,12.9525,False,39;73;158;210;215;221;230;235;240;250;284;307;322;329;354;361;378;388;401;411;416;444;464;468;469;471;14
T5_alone,5,pooled,kmeans_k5,4,26,18,0.6923076923076923,0.04483452213616373,10.966499999999996,False,30;165;166;176;183;190;198;206;214;223;224;229;234;237;259;273;286;323;348;357;408;413;427;432;440;445
T5_alone,10,pooled,hdbscan,-1,44,22,0.5,1.0,11.299999999999985,False,30;39;40;61;73;103;110;112;158;166;176;189;190;215;221;224;229;240;259;265;284;307;310;334;343;350;357;375;380;381;391;393;405;408;416;432;442;445;464;468;469;471;14;86
T5_alone,10,pooled,hdbscan,0,14,10,0.7142857142857143,0.15328168378618273,18.03300000000001,False,8;69;96;212;230;250;256;308;309;355;361;402;413;421
T5_alone,10,pooled,hdbscan,1,58,27,0.46551724137931033,0.45771292067194047,11.550000000000011,False,4;6;76;90;91;93;150;160;165;183;198;206;210;214;223;227;232;234;235;237;241;248;251;253;273;275;278;286;288;313;320;321;322;323;325;328;329;340;348;354;362;370;373;377;378;384;388;396;398;401;403;411;415;427;431;440;444;463
T5_alone,10,pooled,kmeans_k2,0,78,36,0.46153846153846156,0.16923243035265287,11.860499999999988,False,4;6;40;61;73;90;91;93;150;158;165;166;183;198;206;210;214;215;221;223;227;229;232;234;235;237;240;241;248;251;253;265;273;275;278;286;288;313;320;321;322;323;325;328;329;334;348;350;354;373;377;378;381;384;388;391;393;396;398;401;403;405;411;415;416;427;431;432;440;442;444;445;463;468;469;471;14;86
T5_alone,10,pooled,kmeans_k2,1,38,23,0.6052631578947368,0.16923243035265284,16.783500000000004,False,8;30;39;69;76;96;103;110;112;160;176;189;190;212;224;230;250;256;259;284;307;308;309;310;340;343;355;357;361;362;370;375;380;402;408;413;421;464
T5_postcheating,2,pooled,hdbscan,-1,40,40,1.0,1.0,13.442000000000007,False,8;103;112;160;198;206;210;224;229;230;232;234;235;248;256;259;273;284;310;329;334;348;350;357;361;362;378;388;401;403;411;415;416;421;427;431;440;445;469;471
T5_postcheating,2,pooled,hdbscan,0,6,6,1.0,1.0,9.708499999999987,False,110;321;323;373;413;442
T5_postcheating,2,pooled,hdbscan,1,11,11,1.0,1.0,11.067000000000007,False,30;158;223;237;251;308;309;355;381;402;432
T5_postcheating,2,pooled,kmeans_k3,0,18,18,1.0,1.0,10.358499999999992,False,30;158;229;235;248;259;284;321;323;350;401;413;415;416;427;442;469;471
T5_postcheating,2,pooled,kmeans_k3,1,23,23,1.0,1.0,13.650000000000006,False,8;112;160;210;223;232;234;237;251;256;273;308;309;329;348;355;362;381;402;403;421;432;445
T5_postcheating,2,pooled,kmeans_k3,2,16,16,1.0,1.0,14.525000000000006,False,103;110;198;206;224;230;310;334;357;361;373;378;388;411;431;440
T5_postcheating,5,pooled,hdbscan,-1,30,30,1.0,1.0,12.442000000000007,False,103;112;158;160;198;223;224;235;237;308;309;310;321;323;329;348;350;357;361;362;411;413;415;416;427;431;432;440;469;471
T5_postcheating,5,pooled,hdbscan,0,19,19,1.0,1.0,13.650000000000006,False,8;110;229;232;248;251;256;259;273;284;334;355;373;388;401;402;403;421;445
T5_postcheating,5,pooled,hdbscan,1,7,7,1.0,1.0,4.937999999999988,False,30;206;210;230;378;381;442
T5_postcheating,5,pooled,kmeans_k2,0,28,28,1.0,1.0,13.983500000000006,False,8;112;198;224;229;232;235;248;251;256;259;273;284;329;348;355;361;362;373;388;402;403;415;416;421;445;469;471
T5_postcheating,5,pooled,kmeans_k2,1,28,28,1.0,1.0,9.858499999999992,False,30;103;110;158;160;206;210;223;230;237;308;309;310;321;323;334;350;357;378;381;401;411;413;427;431;432;440;442
T5_postcheating,10,pooled,hdbscan,-1,40,40,1.0,1.0,12.844499999999996,False,8;103;112;160;198;206;224;229;230;232;237;251;256;273;284;308;309;310;321;323;329;348;350;357;361;373;378;381;388;401;402;403;415;416;421;431;440;442;445;471
T5_postcheating,10,pooled,hdbscan,0,5,5,1.0,1.0,10.865999999999984,False,30;259;362;413;432
T5_postcheating,10,pooled,hdbscan,1,6,6,1.0,1.0,13.650000000000006,False,110;158;210;223;248;427
T5_postcheating,10,pooled,kmeans_k4,0,11,11,1.0,1.0,11.550000000000011,False,230;256;259;329;361;362;413;416;421;431;432
T5_postcheating,10,pooled,kmeans_k4,1,10,10,1.0,1.0,13.775000000000006,False,103;224;232;251;321;357;373;378;402;415
T5_postcheating,10,pooled,kmeans_k4,2,14,14,1.0,1.0,9.858499999999992,False,8;112;160;198;229;237;273;284;308;348;381;401;442;445
T5_postcheating,10,pooled,kmeans_k4,3,16,16,1.0,1.0,13.432999999999993,False,30;110;158;206;210;223;248;309;310;323;350;388;403;427;440;471
T5_precheating,2,pooled,hdbscan,-1,25,25,1.0,1.0,13.334000000000003,False,8;30;103;110;112;160;198;206;223;235;237;251;256;259;284;308;323;357;373;388;402;421;427;432;469
T5_precheating,2,pooled,hdbscan,0,7,7,1.0,1.0,10.36699999999999,False,230;234;334;348;350;361;413
T5_precheating,2,pooled,hdbscan,1,26,26,1.0,1.0,12.35499999999999,False,158;189;210;224;229;232;248;273;309;310;321;329;355;362;378;380;381;401;403;411;415;431;440;442;445;471
T5_precheating,2,pooled,kmeans_k4,0,11,11,1.0,1.0,9.36699999999999,False,103;160;189;198;357;388;401;415;431;432;442
T5_precheating,2,pooled,kmeans_k4,1,13,13,1.0,1.0,13.550000000000011,False,8;206;229;235;251;284;329;378;381;411;427;440;471
T5_precheating,2,pooled,kmeans_k4,2,18,18,1.0,1.0,13.900000000000006,False,158;210;223;224;232;248;273;309;310;321;323;355;362;380;402;403;445;469
T5_precheating,2,pooled,kmeans_k4,3,16,16,1.0,1.0,13.841999999999999,False,30;110;112;230;234;237;256;259;308;334;348;350;361;373;413;421
T5_precheating,5,pooled,hdbscan,-1,34,34,1.0,1.0,13.900000000000006,False,110;160;198;206;210;229;230;232;234;235;237;251;259;273;284;308;309;310;323;329;350;357;361;373;378;380;401;402;411;421;431;432;440;445
T5_precheating,5,pooled,hdbscan,0,12,12,1.0,1.0,14.007999999999996,False,8;112;158;189;224;248;256;321;334;362;388;471
T5_precheating,5,pooled,hdbscan,1,6,6,1.0,1.0,10.866499999999988,False,348;355;403;413;415;469
T5_precheating,5,pooled,kmeans_k3,0,22,22,1.0,1.0,12.9525,False,8;112;158;160;189;210;224;234;235;248;259;321;323;334;361;362;378;388;401;411;432;471
T5_precheating,5,pooled,kmeans_k3,1,14,14,1.0,1.0,13.334000000000003,False,198;230;232;251;256;273;284;308;309;310;329;350;380;431
T5_precheating,5,pooled,kmeans_k3,2,16,16,1.0,1.0,15.667000000000002,False,110;206;229;237;348;355;357;373;402;403;413;415;421;440;445;469
T5_precheating,10,pooled,hdbscan,-1,23,23,1.0,1.0,15.667000000000002,False,8;112;198;206;210;224;232;234;235;259;284;310;334;357;361;373;378;380;403;411;413;421;440
T5_precheating,10,pooled,hdbscan,0,7,7,1.0,1.0,28.467000000000013,False,110;308;309;350;355;362;402
T5_precheating,10,pooled,hdbscan,1,13,13,1.0,1.0,13.650000000000006,False,158;160;189;229;248;251;256;321;431;432;445;469;471
T5_precheating,10,pooled,kmeans_k2,0,17,17,1.0,1.0,17.733000000000004,False,8;110;224;256;259;284;308;309;310;334;350;355;361;362;402;413;421
T5_precheating,10,pooled,kmeans_k2,1,26,26,1.0,1.0,15.5,False,112;158;160;189;198;206;210;229;232;234;235;248;251;321;357;373;378;380;403;411;431;432;440;445;469;471
